Measured_PPV_mm_per_s,Distance_from_Dam_m,Charge_Factor,Total_Explosive_Quantity_kg,SDI,BVII,RDI,Slope_deg,Burden_m,Spacing_m,Severity_Ratio,Rec_Target_PPV_mm_per_s,Rec_Distance_from_Dam_m,Rec_Charge_Factor,Rec_Burden_m,Rec_Spacing_m
9.96,1123,0.64,906,343.4,0.75,0.811,39,4.43,5.24,1.992,3.65,1845.2,0.37,5.27,6.2
12.38,1676,0.94,2372,456.6,0.969,0.903,29,4.76,3.93,2.477,3.67,3071.0,0.4,5.76,4.72
10.41,1478,2.37,2003,304.3,0.691,0.825,15,3.28,5.94,2.083,3.56,2318.5,1.01,3.77,6.86
8.01,1619,1.43,2769,279.9,0.944,0.644,45,3.1,3.83,1.601,4.24,2248.9,0.83,3.44,3.98
19.12,1781,1.39,1679,480.6,0.901,0.419,29,4.41,4.74,3.825,2.83,4071.9,0.3,6.24,6.92
15.98,2097,0.53,1153,313.7,0.488,0.98,44,3.59,3.06,3.196,2.65,4454.7,0.2,4.95,4.0
5.38,326,0.99,2975,129.8,0.825,0.992,8,4.05,5.93,1.076,4.69,435.9,0.85,4.26,6.03
17.76,1359,2.23,1681,146.2,0.661,0.73,0,3.87,4.96,3.553,2.88,3057.6,0.54,5.36,7.03
11.29,972,0.83,1476,352.7,0.55,0.442,37,2.46,5.14,2.257,3.33,1712.9,0.34,2.98,6.12
18.21,991,1.33,1939,367.7,0.812,0.725,7,4.53,2.73,3.641,2.69,2191.5,0.33,6.15,3.84
16.6,1578,0.53,2918,151.7,0.846,0.935,17,2.59,5.17,3.32,2.96,3396.0,0.21,3.57,6.84
10.23,1136,1.46,1867,172.7,0.508,0.808,26,4.8,5.21,2.046,3.77,1785.1,0.67,5.63,6.03
3.38,2357,0.54,728,495.5,0.949,0.832,17,2.75,4.85,1.01,4.75,2516.2,0.48,2.85,5.03
7.57,2888,2.14,2827,51.0,0.851,0.451,31,4.2,3.52,1.514,3.71,3863.3,1.39,4.41,3.82
12.21,496,2.15,2393,202.3,0.96,0.464,31,2.85,4.21,2.442,2.99,963.2,0.86,3.64,5.03
13.77,1223,2.08,1813,31.2,0.59,0.476,44,2.95,2.89,2.754,3.02,2440.2,0.64,3.7,3.46
7.38,2178,1.07,1570,410.5,0.964,0.943,35,2.93,4.15,1.477,3.96,2798.4,0.72,3.2,4.38
5.37,748,2.17,1474,46.2,0.621,0.716,35,4.24,3.35,1.074,4.89,912.2,1.94,4.34,3.45
17.19,428,1.59,2238,337.0,0.432,0.875,20,3.67,3.72,3.439,2.25,941.2,0.38,4.98,4.9
19.73,1582,1.25,1257,28.2,0.858,0.469,45,4.65,3.07,3.947,2.53,3828.0,0.36,6.83,4.47
11.94,1051,1.75,820,336.4,0.822,0.957,31,2.92,3.31,2.387,3.1,1907.8,0.75,3.49,4.0
5.92,2105,0.52,2821,421.5,0.759,0.893,30,4.08,2.77,1.184,4.63,2292.7,0.45,4.23,2.96
7.63,2116,0.79,1055,199.4,0.694,0.535,36,4.26,5.72,1.526,3.97,2777.8,0.53,4.48,5.98
3.31,2768,1.98,1343,261.1,0.419,0.925,15,2.45,4.36,1.01,4.76,2818.0,1.93,2.55,4.48
18.54,1978,0.99,1836,200.8,0.775,0.558,45,3.2,3.89,3.709,3.0,4636.7,0.33,4.67,5.48
5.0,1296,1.7,1886,150.2,0.65,0.523,45,3.45,4.37,1.01,4.66,1346.0,1.65,3.55,4.47
12.8,1872,1.27,1167,401.6,0.736,0.559,13,3.07,4.7,2.56,3.31,3427.3,0.46,3.95,5.98
7.66,261,2.21,2927,136.0,0.658,0.946,23,2.97,5.73,1.532,4.46,448.8,1.37,3.36,6.05
12.42,1851,2.4,2442,361.5,0.98,0.949,24,4.06,3.13,2.484,3.21,3259.1,0.8,5.14,3.84
14.07,875,2.27,2504,103.1,0.762,0.597,45,2.65,3.53,2.815,3.36,1717.8,0.71,3.53,4.42
17.11,1927,1.04,2430,124.9,0.85,0.823,34,4.13,5.92,3.421,2.33,4228.1,0.33,5.43,8.07
6.51,2421,0.89,1245,168.2,0.962,0.805,16,4.81,3.8,1.302,4.38,2836.9,0.73,5.2,3.99
3.19,1151,1.45,1174,294.6,0.755,0.884,45,3.7,2.58,1.01,4.9,1263.9,1.4,3.8,2.68
5.33,2473,0.51,2663,227.2,0.407,0.578,41,3.83,3.02,1.065,4.35,2582.8,0.39,3.93,3.12
18.3,1039,0.55,1565,372.6,0.421,0.706,44,2.21,2.59,3.66,2.56,2329.9,0.2,2.91,3.68
17.86,639,1.61,2926,106.8,0.821,0.801,3,4.59,5.96,3.571,2.51,1477.5,0.32,6.3,8.37
13.16,2635,1.54,2827,5.3,0.567,0.416,10,2.86,3.48,2.631,3.25,4855.7,0.47,3.6,4.16
13.21,921,2.49,1117,388.3,0.748,0.626,14,3.85,5.73,2.642,3.51,1824.3,0.94,4.75,7.06
14.31,1561,0.9,2665,410.8,0.521,0.818,29,4.94,5.99,2.861,2.54,3137.2,0.28,6.13,7.72
5.98,1188,1.02,2856,29.7,0.562,0.552,23,3.79,4.6,1.196,4.4,1375.5,0.89,3.89,4.7
18.55,455,0.73,2647,305.5,0.703,0.975,1,4.17,2.62,3.709,2.54,1054.1,0.2,5.85,3.75
10.12,334,2.34,2808,189.1,0.985,0.418,42,3.34,2.79,2.024,3.47,534.0,1.06,3.95,3.04
9.51,2374,2.06,1492,396.9,0.77,0.975,33,2.18,4.19,1.903,3.9,3552.3,1.05,2.39,4.69
11.82,1648,2.14,1828,437.2,0.962,0.53,22,4.39,3.92,2.364,3.2,2880.7,0.76,5.18,4.86
3.8,2196,2.31,1877,425.5,0.976,0.429,30,2.1,4.62,1.01,4.5,2320.7,2.25,2.2,4.74
5.83,217,1.55,785,388.6,0.525,0.575,36,4.1,4.04,1.165,4.84,267.0,1.22,4.2,4.19
15.55,2201,1.4,2875,134.5,0.587,0.872,12,2.07,5.77,3.109,3.22,4460.4,0.43,2.76,7.74
4.41,1773,1.16,2610,405.9,0.862,0.851,32,4.59,4.37,1.01,4.9,1829.2,1.11,4.69,4.47
13.25,2712,1.68,1186,266.7,0.92,0.525,6,2.47,4.93,2.651,3.15,4951.4,0.64,3.02,6.16
7.17,1167,1.41,1805,26.4,0.712,0.518,31,3.54,5.64,1.434,3.84,1552.3,1.04,3.72,6.2
9.62,2200,1.4,1964,228.5,0.996,0.786,6,3.79,3.01,1.924,3.33,3364.9,0.75,4.27,3.51
7.91,657,2.37,1237,471.1,0.407,0.675,41,3.37,3.3,1.582,3.71,924.2,1.5,3.86,3.63
9.05,1915,2.47,2458,443.9,0.58,0.875,37,3.02,2.88,1.809,3.65,2784.1,1.3,3.28,3.19
15.22,2105,2.09,2394,51.1,0.774,0.414,43,3.4,2.99,3.045,3.29,4352.5,0.62,4.57,4.07
8.05,497,2.01,1985,372.1,0.682,0.766,12,2.93,4.29,1.61,3.96,637.5,1.17,3.29,4.61
12.63,774,1.86,2600,402.9,0.47,0.838,23,3.31,3.62,2.526,2.84,1505.1,0.74,3.88,4.26
11.09,486,0.83,985,135.7,0.621,0.996,27,3.08,3.98,2.219,3.12,825.1,0.28,3.84,4.59
14.28,2258,0.62,2013,235.8,0.415,0.807,31,3.7,5.94,2.856,2.84,4477.4,0.2,4.83,7.44
18.93,2761,1.88,2501,355.5,0.786,0.539,42,2.71,3.05,3.785,2.69,6439.9,0.52,3.92,4.25
15.45,2164,1.96,1887,219.5,0.936,0.465,17,4.97,4.39,3.091,2.78,4351.6,0.47,6.49,5.9
6.65,983,0.59,2956,56.4,0.931,0.785,33,3.5,2.85,1.331,4.23,1291.5,0.53,3.7,3.05
3.53,640,2.36,1530,352.9,0.82,0.714,33,2.58,3.61,1.01,4.9,730.4,2.31,2.68,3.71
7.46,270,0.68,2265,455.8,0.679,0.939,37,3.43,4.35,1.492,3.84,320.0,0.41,3.53,4.78
13.12,2556,1.07,1167,326.2,0.707,0.836,0,4.6,5.81,2.623,2.67,4647.0,0.41,5.85,7.23
3.87,839,1.84,1720,386.9,0.482,0.706,42,2.07,3.87,1.01,4.5,921.4,1.79,2.23,3.97
11.44,1501,0.84,1334,179.2,0.605,0.642,41,4.04,2.73,2.288,3.06,2600.2,0.29,4.68,3.2
13.15,2377,0.61,1375,91.6,0.513,0.643,30,3.64,3.86,2.629,2.68,4448.7,0.27,4.65,4.95
8.68,218,1.16,2914,321.4,0.893,0.536,0,2.51,3.01,1.736,3.63,401.8,0.69,2.88,3.27
16.11,2931,2.03,1501,163.9,0.949,0.41,15,4.45,3.3,3.221,3.06,6170.5,0.51,5.81,4.24
4.81,2612,1.33,749,430.0,0.722,0.745,38,3.11,4.66,1.01,4.9,2731.5,1.22,3.21,4.76
4.28,2251,1.81,2439,61.3,0.837,0.527,14,2.88,2.74,1.01,4.9,2330.1,1.73,2.98,2.84
15.38,2845,1.66,2118,216.7,0.473,0.525,32,4.48,4.13,3.076,3.2,5744.1,0.42,5.98,5.47
11.42,2095,0.54,1763,198.4,0.765,0.475,22,3.92,4.63,2.285,3.09,3643.6,0.2,4.81,5.4
14.7,1805,2.48,2927,469.0,0.822,0.514,40,4.69,3.98,2.941,3.3,3495.6,0.8,5.9,4.98
10.39,1822,0.58,1371,76.6,0.672,0.419,33,3.89,2.57,2.078,3.37,2901.6,0.24,4.54,3.05
7.19,2322,2.44,1334,4.9,0.546,0.805,16,4.22,5.95,1.438,4.07,3009.3,1.71,4.6,6.41
16.92,2892,1.6,1418,119.0,0.926,0.641,24,4.51,3.78,3.385,2.62,6232.2,0.37,6.24,5.09
16.59,1797,2.43,2224,410.1,0.846,0.737,41,2.16,5.23,3.318,2.34,3757.7,0.64,2.78,7.18
14.81,1544,0.73,2913,104.7,0.94,0.782,5,4.33,3.64,2.962,3.38,3006.8,0.25,5.61,4.9
7.63,1859,1.48,1813,120.4,0.891,0.983,30,3.84,4.16,1.525,3.69,2500.1,1.01,4.29,4.37
13.03,1624,0.84,2397,64.9,0.994,0.441,4,2.21,3.86,2.607,2.94,3098.6,0.3,2.67,4.82
9.14,764,0.6,902,357.7,0.515,0.651,39,3.53,3.7,1.827,3.52,1174.0,0.28,3.93,3.96
4.56,132,1.74,2605,34.6,0.452,0.548,39,2.25,2.58,1.01,4.55,184.2,1.69,2.37,2.68
18.59,2202,0.92,1827,165.6,0.602,0.686,29,4.21,3.76,3.719,2.25,5017.7,0.2,5.76,5.26
5.33,2666,1.68,1638,141.2,0.477,0.952,4,3.64,5.61,1.065,4.39,2774.7,1.48,3.82,5.71
19.15,2903,0.72,709,277.6,0.714,0.834,11,4.86,4.92,3.831,2.35,6674.7,0.2,6.85,7.1
10.58,2159,1.16,1564,365.2,0.78,0.797,6,2.55,3.01,2.116,3.8,3454.1,0.57,2.78,3.64
6.15,1651,2.06,1315,266.4,0.747,0.665,44,3.82,4.57,1.229,4.35,1918.3,1.55,3.92,4.67
12.21,819,1.37,2720,465.5,0.556,0.803,12,2.63,5.62,2.442,2.82,1420.7,0.53,3.04,6.66
17.84,2702,1.76,733,475.7,0.945,0.419,3,3.84,4.95,3.568,2.79,5950.9,0.45,5.16,6.79
15.45,2520,1.79,1292,180.7,0.413,0.752,41,4.17,3.02,3.09,3.34,5193.7,0.6,5.55,4.02
16.71,583,2.19,2407,388.8,0.609,0.732,2,4.17,5.54,3.342,2.47,1368.3,0.54,5.52,7.6
14.2,1072,1.15,2113,369.4,0.831,0.608,11,4.45,3.56,2.84,2.75,2195.6,0.32,5.85,4.56
14.77,2770,1.87,2666,446.5,0.86,0.521,0,4.56,4.09,2.954,3.38,5524.4,0.56,5.9,5.32
17.44,406,2.42,834,224.0,0.65,0.885,26,2.23,4.34,3.487,2.36,846.9,0.58,3.05,6.08
7.24,556,1.96,1859,265.2,0.41,0.432,42,3.03,5.48,1.449,4.17,799.2,1.35,3.21,5.86
11.32,2307,1.48,2139,207.9,0.771,0.442,12,4.06,5.76,2.264,3.06,3816.6,0.63,4.91,6.9
6.76,430,1.76,1597,425.2,0.438,0.664,16,3.5,5.75,1.352,4.73,603.2,1.32,3.66,6.06
19.79,2923,1.98,1714,114.9,0.465,0.552,7,2.57,2.53,3.958,2.99,7012.3,0.5,3.56,3.8
19.05,324,1.72,823,119.9,0.79,0.847,31,3.66,5.73,3.81,2.88,842.7,0.48,5.35,8.03
3.67,2876,0.53,2290,186.3,0.587,0.781,19,3.22,2.69,1.01,4.79,3034.3,0.48,3.32,2.79
14.99,1579,0.89,783,115.2,0.609,0.864,16,3.17,3.43,2.999,2.79,3234.4,0.36,3.95,4.31
18.73,1182,2.12,712,280.5,0.692,0.595,33,4.43,4.3,3.746,2.33,2786.9,0.44,6.27,6.2
6.07,743,1.05,2158,67.2,0.987,0.844,34,3.22,4.18,1.214,4.9,841.1,0.89,3.39,4.28
12.66,715,1.96,2241,160.1,0.979,0.917,34,2.08,4.62,2.531,3.56,1412.5,0.71,2.47,5.62
18.56,294,1.24,1428,456.7,0.65,0.607,37,2.17,4.18,3.713,2.51,653.3,0.36,3.18,6.07
3.58,588,1.54,1251,204.6,0.559,0.604,41,4.57,5.77,1.01,4.9,722.6,1.49,4.67,5.95
14.86,2304,0.64,1917,374.1,0.582,0.94,23,4.88,3.34,2.971,2.57,4563.1,0.25,6.39,4.52
8.05,2757,0.86,2886,56.7,0.561,0.43,17,4.07,3.46,1.611,3.87,3690.3,0.6,4.41,3.63
18.71,1349,2.41,2321,123.8,0.719,0.61,45,3.09,5.72,3.743,2.72,3193.3,0.61,4.55,8.23
19.51,2559,2.28,1545,403.7,0.764,0.471,38,4.82,2.77,3.902,2.42,5942.8,0.57,6.82,3.91
19.05,1202,1.8,2294,381.5,0.693,0.417,32,3.99,4.63,3.811,2.42,2889.9,0.33,5.7,6.39
11.06,1247,1.42,2392,193.1,0.645,0.468,22,4.53,4.89,2.212,2.86,2050.8,0.53,5.28,5.73
17.65,2618,1.85,604,477.2,0.527,0.659,24,4.3,4.27,3.531,2.97,5886.7,0.56,6.03,5.89
17.36,1341,1.74,1989,455.3,0.69,0.812,36,3.14,4.93,3.471,3.07,3007.4,0.48,4.12,6.6
8.42,615,1.64,1982,481.2,0.605,0.574,26,3.44,3.1,1.685,4.32,935.3,0.93,3.61,3.44
17.09,1725,0.62,1955,214.0,0.725,0.91,0,2.56,5.48,3.418,2.92,3742.0,0.2,3.61,7.6
3.63,1227,1.77,1269,98.7,0.805,0.663,20,2.88,2.99,1.01,4.9,1277.0,1.66,2.98,3.09
13.14,492,2.04,2459,313.3,0.78,0.981,9,4.33,3.9,2.627,2.85,1015.8,0.68,5.33,4.8
6.91,730,2.49,2527,342.4,0.677,0.972,30,4.68,2.76,1.382,4.75,877.8,1.74,4.99,2.86
5.05,1947,0.52,878,62.7,0.734,0.864,43,4.17,4.41,1.01,4.9,1997.0,0.46,4.27,4.58
4.31,2755,1.96,1212,393.2,0.571,0.959,24,3.4,4.84,1.01,4.9,2842.3,1.87,3.5,4.94
14.84,1079,1.64,1872,9.0,0.415,0.824,19,2.26,5.79,2.967,3.08,2175.8,0.5,2.8,7.48
8.78,533,1.37,724,241.4,0.775,0.937,1,2.17,5.09,1.756,4.12,747.4,0.75,2.6,5.57
15.32,2687,0.76,2237,165.5,0.552,0.542,14,3.12,4.39,3.064,2.37,5388.4,0.2,4.13,5.91
4.11,377,1.32,1237,370.2,0.801,0.607,27,3.39,5.76,1.01,4.7,427.0,1.27,3.49,5.86
8.36,332,1.21,735,156.4,0.848,0.852,12,3.83,4.17,1.672,4.03,580.4,0.77,4.33,4.56
12.17,1652,1.11,682,413.4,0.95,0.655,13,2.02,4.46,2.434,3.6,2837.0,0.41,2.46,5.39
16.44,1694,1.96,1211,297.5,0.975,0.902,1,4.97,4.59,3.288,2.94,3710.2,0.6,6.57,6.32
8.42,1213,1.9,2392,396.9,0.406,0.927,33,3.09,3.93,1.684,3.77,1669.6,1.16,3.29,4.22
13.64,2509,1.68,2991,494.7,0.994,0.58,34,4.54,5.43,2.728,2.89,4670.0,0.47,5.68,6.9
18.06,125,2.38,2388,339.6,0.81,0.894,36,3.6,3.15,3.612,2.87,344.3,0.5,5.16,4.24
13.47,1517,1.2,1122,492.5,0.786,0.493,24,2.39,4.44,2.694,3.29,2784.2,0.4,2.82,5.75
6.96,2654,0.99,1759,14.4,0.409,0.601,14,4.39,5.03,1.392,4.34,3334.0,0.7,4.54,5.36
3.41,2414,1.81,1650,169.1,0.917,0.711,11,4.13,5.66,1.01,4.77,2549.2,1.76,4.29,5.76
17.79,560,0.9,1248,53.9,0.487,0.536,8,3.58,5.59,3.558,3.08,1197.6,0.2,4.81,7.71
3.36,2603,1.13,2702,131.2,0.902,0.748,30,3.54,4.28,1.01,4.9,2729.2,1.08,3.64,4.38
17.87,1191,0.95,2804,419.4,0.409,0.747,13,2.26,4.75,3.574,2.94,2669.1,0.2,3.02,6.47
11.99,1106,0.64,2782,16.2,0.788,0.524,28,3.97,3.88,2.398,2.94,1892.7,0.34,4.84,4.74
18.96,2094,2.15,2836,260.1,0.661,0.877,42,4.73,4.14,3.793,2.41,4802.8,0.44,6.67,6.05
16.58,590,1.01,1009,283.6,0.52,0.779,37,2.28,5.67,3.316,3.12,1381.8,0.35,2.91,7.59
19.96,1172,1.45,2075,280.6,0.465,0.591,41,2.79,5.76,3.993,2.05,2756.6,0.24,4.08,8.5
8.96,2711,0.59,2323,237.6,0.664,0.539,7,4.71,5.63,1.792,3.75,4027.5,0.26,5.34,6.16
16.04,315,1.9,1284,395.3,0.474,0.927,2,2.85,2.98,3.208,2.77,711.6,0.47,3.87,4.15
9.83,1823,1.16,2845,66.8,0.692,0.901,1,3.96,5.48,1.967,3.82,2739.8,0.65,4.59,6.21
11.16,1692,1.99,636,155.3,0.775,0.538,15,3.6,5.82,2.232,3.13,2837.3,0.72,4.27,6.85
13.67,2706,1.32,2923,307.9,0.896,0.421,18,3.79,3.76,2.734,2.74,5186.7,0.47,4.78,4.73
17.85,258,0.89,2634,345.5,0.807,0.883,29,3.25,4.32,3.571,3.07,666.8,0.29,4.55,6.07
19.73,2636,1.53,2277,202.1,0.439,0.769,40,2.9,5.23,3.946,2.59,6264.1,0.37,4.26,7.62
16.06,785,0.76,1722,437.7,0.584,0.461,15,2.15,4.47,3.212,2.39,1749.9,0.2,2.92,5.94
10.1,2941,1.38,2984,207.7,0.573,0.752,30,4.23,5.98,2.02,3.21,4538.6,0.73,4.92,6.9
10.16,1876,1.13,1833,201.4,0.949,0.671,27,4.24,4.09,2.033,4.01,3054.6,0.6,4.76,4.54
15.54,2152,2.32,2277,18.1,0.921,0.865,3,4.01,5.0,3.108,2.53,4490.7,0.65,5.16,6.5
7.06,1943,0.62,1804,275.6,0.622,0.525,9,3.93,5.27,1.412,4.32,2502.1,0.44,4.08,5.54
4.88,2508,1.89,1263,354.3,0.443,0.672,44,2.73,4.23,1.01,4.9,2637.2,1.84,2.9,4.33
9.03,2606,0.87,1201,57.2,0.936,0.494,17,2.07,5.5,1.806,4.11,3829.1,0.55,2.42,6.19
7.88,2395,1.14,651,152.7,0.933,0.975,31,4.43,4.41,1.577,4.24,3268.4,0.68,4.83,4.88
8.04,1689,1.33,1825,390.6,0.913,0.867,29,3.47,3.94,1.607,4.04,2334.4,0.86,3.69,4.39
6.97,1796,2.32,1801,183.0,0.907,0.842,35,2.92,2.88,1.394,3.75,2231.7,1.57,3.02,2.98
3.72,2569,0.99,2211,120.8,0.688,0.814,8,2.31,3.88,1.01,4.9,2648.8,0.94,2.47,3.99
3.3,2046,0.68,1531,336.1,0.506,0.654,35,2.19,5.07,1.01,4.9,2096.0,0.61,2.35,5.17
19.79,2162,1.14,1306,98.4,0.686,0.954,28,3.05,5.72,3.958,2.94,5146.6,0.2,4.24,8.35
10.27,2883,0.71,734,447.8,0.697,0.444,15,4.41,3.38,2.054,3.48,4527.6,0.35,5.23,3.76
9.53,1245,0.76,1060,52.8,0.694,0.882,27,4.76,3.74,1.907,3.82,1838.2,0.37,5.38,4.34
14.55,2424,1.65,1825,353.3,0.723,0.529,20,4.69,3.04,2.911,2.5,4740.9,0.45,5.96,3.92
6.71,1681,0.62,537,249.8,0.555,0.594,1,4.76,4.92,1.342,4.56,2140.7,0.43,5.1,5.14
19.15,2600,0.56,1659,435.0,0.62,0.712,45,4.72,5.86,3.83,2.39,6044.4,0.2,6.77,8.42
16.37,2745,1.93,920,63.1,0.661,0.87,34,3.58,4.74,3.274,2.61,5859.7,0.62,4.92,6.18
4.52,2593,1.22,1742,338.9,0.479,0.903,27,2.66,4.66,1.01,4.59,2643.0,1.17,2.76,4.76
10.1,2357,0.75,847,286.0,0.673,0.75,35,4.39,4.44,2.02,3.17,3692.3,0.32,4.99,5.16
17.95,2861,1.01,2331,240.0,0.886,0.642,30,2.64,2.81,3.589,2.33,6331.8,0.33,3.59,4.04
19.06,2449,1.78,2069,245.7,0.897,0.968,32,2.8,5.05,3.812,2.39,5629.9,0.38,3.92,7.14
10.95,2032,1.05,2418,361.0,0.647,0.548,22,2.7,4.61,2.189,3.77,3389.4,0.48,3.18,5.33
13.43,1857,1.49,2820,468.9,0.711,0.882,40,3.54,4.82,2.686,2.92,3514.7,0.6,4.35,6.04
5.84,2150,0.74,2401,45.6,0.42,0.767,16,2.97,5.65,1.168,4.85,2361.7,0.6,3.07,5.84
19.85,1089,1.68,2855,9.8,0.805,0.626,45,2.46,5.24,3.97,2.09,2622.8,0.4,3.51,7.55
6.94,1641,1.13,1897,402.9,0.643,0.401,0,3.36,5.23,1.388,4.34,2136.6,0.75,3.65,5.69
19.03,1216,1.75,2324,54.1,0.667,0.668,41,4.62,5.75,3.805,2.55,2788.2,0.36,6.61,8.17
14.04,2667,2.12,2991,493.3,0.924,0.566,22,3.71,5.96,2.809,3.46,5039.5,0.69,4.78,7.4
13.33,592,1.72,1728,309.7,0.677,0.463,26,4.64,4.53,2.666,3.41,1173.1,0.68,5.68,5.56
11.72,719,1.09,904,325.4,0.413,0.445,24,2.59,2.88,2.343,3.22,1184.9,0.42,3.04,3.44
6.92,2478,1.01,2221,99.4,0.536,0.609,31,2.5,4.11,1.384,4.52,3182.4,0.79,2.6,4.42
6.0,2480,1.15,1720,120.2,0.685,0.769,18,3.73,5.26,1.2,4.26,2851.5,1.03,3.83,5.36
6.75,2197,0.83,614,329.7,0.655,0.903,23,3.39,2.6,1.35,4.37,2693.9,0.55,3.49,2.92
6.17,1646,0.86,2176,454.9,0.916,0.51,2,3.98,2.7,1.234,4.08,1913.1,0.66,4.08,2.8
16.25,962,2.08,564,491.2,0.725,0.655,11,4.38,2.74,3.251,2.62,2074.4,0.6,5.9,3.67
8.95,1791,1.27,1799,99.0,0.814,0.635,34,4.25,5.06,1.79,3.46,2545.6,0.67,4.96,5.47
3.98,1705,1.37,1324,67.1,0.682,0.708,14,4.83,4.25,1.01,4.9,1851.6,1.28,4.93,4.41
19.47,2419,1.69,2786,28.2,0.664,0.886,16,3.19,3.79,3.895,2.52,5733.6,0.48,4.71,5.55
18.02,679,1.68,2849,434.1,0.668,0.732,31,2.62,2.87,3.605,2.88,1500.1,0.46,3.49,3.87
18.77,1990,0.63,1915,147.4,0.647,0.908,6,3.65,5.06,3.754,2.6,4611.7,0.2,5.23,7.33
19.91,1375,2.16,1468,0.9,0.723,0.711,18,2.33,3.62,3.983,2.09,3238.1,0.5,3.43,5.17
5.96,2707,0.85,868,111.9,0.55,0.762,6,2.87,3.43,1.191,4.82,2973.4,0.62,3.11,3.6
9.74,2843,1.95,732,170.2,0.935,0.662,4,2.62,4.78,1.947,3.92,4387.9,0.93,2.84,5.59
15.89,1955,2.05,2742,495.5,0.6,0.894,39,3.19,4.46,3.178,3.21,4106.8,0.66,4.16,6.01
14.83,2593,1.93,1406,261.8,0.489,0.954,20,2.33,3.77,2.966,2.98,5183.0,0.66,2.86,5.05
5.62,1455,1.66,1420,102.4,0.458,0.783,6,2.1,4.75,1.123,4.9,1551.3,1.43,2.2,4.98
16.87,1262,0.53,1188,167.4,0.408,0.892,36,3.97,3.45,3.374,2.97,2769.3,0.2,5.55,4.88
6.82,456,1.22,676,165.2,0.654,0.435,22,3.83,5.28,1.363,3.94,514.7,0.91,4.15,5.44
6.8,1724,1.71,2764,9.9,0.513,0.944,10,4.13,3.3,1.361,3.95,2162.1,1.19,4.44,3.4
12.13,2421,1.27,1534,67.6,0.413,0.513,9,3.98,3.06,2.426,2.78,4273.1,0.39,4.85,3.76
13.08,2106,2.23,1969,347.6,0.712,0.554,20,2.34,5.24,2.616,2.91,3922.4,0.77,3.06,6.6
12.86,2458,1.12,1129,60.1,0.808,0.432,40,2.87,4.98,2.572,3.09,4565.5,0.42,3.53,6.17
4.56,969,1.09,663,115.4,0.451,0.979,32,2.39,3.14,1.01,4.9,1095.1,0.98,2.49,3.24
17.92,985,1.03,2600,175.4,0.677,0.911,19,4.53,2.91,3.583,2.57,2333.2,0.2,6.42,4.17
7.52,2101,1.17,2765,378.9,0.846,0.948,32,4.24,5.43,1.503,4.3,2855.6,0.69,4.47,6.03
5.2,2301,1.61,1323,291.2,0.991,0.908,39,2.6,5.22,1.04,4.9,2463.1,1.52,2.7,5.32
18.11,1513,1.91,2932,344.5,0.8,0.688,34,3.02,3.65,3.622,2.33,3523.2,0.47,4.06,4.97
19.25,1383,1.83,555,283.5,0.547,0.954,33,4.9,4.8,3.849,2.11,3334.7,0.37,7.04,6.66
17.66,719,2.12,617,341.8,0.83,0.982,35,3.78,2.93,3.531,2.71,1677.4,0.48,5.26,3.94
16.76,982,2.27,1297,1.4,0.759,0.702,26,4.4,4.27,3.352,2.93,2056.6,0.67,5.86,5.86
14.14,896,2.13,1279,465.4,0.527,0.505,18,2.79,2.57,2.828,3.47,1675.6,0.61,3.65,3.43
12.36,2272,0.54,1938,55.5,0.911,0.795,42,2.63,3.87,2.473,3.04,4118.5,0.2,3.32,4.56
4.48,1396,1.97,2393,203.1,0.656,0.985,4,4.35,2.76,1.01,4.9,1452.6,1.92,4.53,2.86
9.94,718,0.92,1207,385.5,0.977,0.923,28,4.06,4.16,1.989,3.43,1216.3,0.46,4.69,4.86
9.34,1934,0.77,1603,217.6,0.834,0.917,9,4.04,3.98,1.867,3.85,2869.8,0.43,4.68,4.4
7.42,344,1.78,521,473.4,0.787,0.96,39,3.66,4.06,1.483,4.2,469.6,1.14,4.02,4.38
15.3,2995,1.14,2000,233.8,0.837,0.936,12,3.69,2.66,3.06,2.41,6114.8,0.24,4.73,3.57
11.43,2597,0.61,1342,437.5,0.687,0.866,28,4.21,3.77,2.286,2.89,4487.1,0.28,4.94,4.63
4.38,1029,0.78,2260,405.4,0.703,0.831,4,2.81,5.15,1.01,4.5,1079.0,0.73,2.91,5.25
6.74,1370,0.5,1616,490.5,0.911,0.559,11,3.06,3.79,1.349,4.18,1773.9,0.28,3.16,4.09
14.62,619,2.31,691,463.3,0.809,0.773,12,4.61,5.0,2.923,3.17,1318.8,0.7,5.87,6.37
4.29,2509,0.55,1518,449.1,0.938,0.713,21,2.93,3.79,1.01,4.65,2559.0,0.5,3.03,3.89
17.47,107,0.92,1626,365.8,0.934,0.917,39,3.64,3.98,3.494,2.78,254.9,0.2,4.84,5.35
11.42,2625,1.33,895,183.5,0.986,0.695,14,4.11,4.47,2.283,3.1,4357.3,0.53,4.75,5.28
11.17,2119,1.21,1518,53.1,0.82,0.477,12,5.0,5.83,2.234,3.64,3455.1,0.49,5.91,6.72
13.07,594,2.32,1066,344.3,0.701,0.403,0,3.31,2.88,2.614,3.39,1128.4,0.87,4.2,3.49
17.02,1729,0.58,730,489.3,0.5,0.807,37,3.28,2.62,3.404,2.99,3686.9,0.22,4.6,3.62
8.91,2980,1.52,1373,363.3,0.823,0.73,42,4.53,4.63,1.783,3.77,4265.6,0.86,5.08,5.23
